7356 50
relationship	-0.492	-2.742	-3.973	-2.928	0.649	3.572	-2.240	-0.176	-2.790	1.817	-0.255	2.538	4.386	-1.209	0.775	-4.972	-1.350	-1.529	-1.437	-0.161	-3.433	-0.694	-1.852	-0.334	1.547	2.437	-1.547	1.026	5.599	-0.316	-1.883	-1.383	1.404	1.871	2.549	-1.673	3.635	-3.165	-4.530	3.078	1.321	0.488	0.588	-1.115	-0.838	-1.239	-2.578	-0.203	-0.101	-5.377
relatively	-2.239	-0.771	-3.997	4.334	0.887	-0.342	-0.510	2.618	2.229	-4.390	-1.039	-0.170	0.750	-1.066	0.152	1.928	-1.005	3.019	-2.563	0.887	-3.691	-1.915	-0.593	-0.624	2.166	-1.335	-1.530	-3.551	-1.446	3.011	-0.323	2.587	-2.282	4.357	-0.110	-2.494	1.176	-4.614	-1.885	1.329	-3.011	0.798	-1.797	2.228	-0.747	-2.254	3.254	-1.921	-0.448	-0.247
takes	-0.049	2.795	1.791	-1.094	1.601	-0.590	4.964	-0.857	1.632	-0.878	2.201	3.060	-2.015	-1.978	-0.839	-0.564	-5.524	-1.710	-0.556	1.514	-0.716	4.542	0.921	-1.176	-2.822	-5.871	0.126	1.041	-0.567	1.238	-1.169	0.191	1.421	1.803	-1.586	-1.866	3.255	0.015	-5.264	1.378	3.668	-4.795	4.801	0.247	-1.070	2.179	0.284	4.705	-3.514	-0.549
appears	-1.904	-0.948	-1.104	-3.650	0.896	-0.698	0.391	1.201	1.677	2.186	0.418	4.507	-1.352	-0.446	-0.085	-2.481	-2.736	-2.143	-1.993	1.873	1.010	0.601	-1.237	1.020	-2.374	-3.712	-2.581	-2.126	0.049	2.754	-0.227	-0.545	0.734	1.187	-0.872	0.531	1.744	-0.960	0.192	2.250	1.258	-4.826	1.845	-0.843	0.521	1.200	-0.172	-2.271	0.512	-1.283
windows	0.428	-0.178	-5.176	1.174	-1.364	0.621	0.450	4.228	4.167	-4.077	-1.768	-2.295	2.834	0.630	-0.778	2.249	-5.020	-0.807	1.501	-4.194	0.214	-2.182	-5.591	1.497	-5.206	1.324	-1.500	0.068	-0.153	0.533	0.477	0.385	1.209	-1.352	-5.025	7.286	-0.062	-2.285	4.252	0.120	-2.262	-2.624	-3.146	-0.634	7.210	-1.234	1.656	2.495	0.848	0.416
except	-0.858	1.422	-0.516	-1.522	-1.560	1.481	0.490	0.335	-1.938	-2.006	-0.674	-1.773	0.013	0.861	1.107	2.161	-3.134	0.582	0.140	-1.061	-1.211	3.129	0.006	0.122	-0.776	-1.743	-1.528	-3.895	-1.047	5.024	-1.066	2.579	0.287	2.645	-1.675	-0.616	1.280	-0.828	-0.690	1.434	-0.419	0.713	2.083	-0.707	-0.781	-0.472	-0.356	-2.147	-0.067	1.047
minor	-2.816	-3.601	-2.428	0.912	1.856	-2.489	2.067	0.261	-0.627	-0.921	-3.971	-1.035	0.435	-2.144	-1.331	1.494	0.436	-0.277	-2.700	-3.478	0.130	0.910	0.511	0.149	3.341	-0.807	-1.300	1.680	-0.586	4.775	2.248	2.999	-0.869	0.376	0.888	3.879	0.219	-0.434	0.976	3.932	0.850	-4.177	-0.111	-0.976	0.563	-2.141	-2.095	0.444	-1.813	-4.036
appear	-2.972	0.064	1.124	-1.590	-1.582	-0.787	-2.197	3.854	1.284	-0.271	-2.511	0.868	0.056	0.264	3.234	-1.886	-5.920	-0.499	-2.085	-1.196	-2.063	-1.271	-2.301	2.483	-0.588	-2.099	-0.737	-2.980	-0.699	0.135	1.506	-0.557	0.876	1.847	1.092	-0.395	0.997	2.241	-1.809	5.749	-0.623	-1.482	3.280	-0.004	1.335	2.179	-3.043	-1.995	-0.673	0.797
birth	-2.930	-2.662	-0.269	-3.337	3.517	-0.373	-1.911	-4.655	1.370	3.294	0.771	-0.506	1.435	0.918	-7.707	-2.843	-4.085	-3.287	0.222	0.974	-4.171	-0.651	4.594	-3.523	-4.411	1.411	0.737	-1.832	1.956	-2.494	3.168	-1.583	2.801	-2.547	1.088	0.451	0.002	-1.170	0.115	3.105	0.174	1.050	-2.292	1.644	-1.757	-0.185	-1.789	0.439	-3.864	0.437
conditions	-4.520	3.726	-2.914	0.771	-5.274	1.908	-2.335	-1.806	3.632	-1.215	-0.861	-2.112	3.462	-0.384	3.508	-0.501	1.918	3.068	-2.472	-0.863	-5.526	0.675	0.068	-5.073	-1.795	0.863	-1.419	1.260	1.548	0.964	-0.803	0.655	0.361	0.903	-0.399	-3.929	2.334	-4.688	2.235	0.608	1.265	2.036	-0.216	4.134	-4.404	-4.411	0.397	-2.308	-2.135	0.921
increased	-1.712	-1.126	-0.971	4.763	-1.596	-4.109	-1.135	-1.914	3.507	-3.962	-0.634	2.156	1.942	-1.405	0.614	6.468	-1.028	2.166	-2.538	3.193	-0.702	-0.344	7.299	-3.237	2.934	-0.633	-6.322	1.351	1.326	-1.406	2.361	-0.549	3.251	-0.006	-3.590	-1.022	0.483	-3.433	-4.463	2.453	-1.337	-0.779	-3.199	-0.187	1.062	-2.110	-1.257	3.063	-1.460	-0.992
got	0.587	1.522	2.540	-2.275	-1.879	0.746	0.568	5.987	-2.287	1.706	2.064	-2.563	-1.877	-2.376	-0.761	2.867	-3.041	-4.456	-0.464	5.254	0.991	2.580	-2.726	0.884	0.751	0.406	-3.968	-3.414	-1.619	-0.095	-3.016	0.249	-0.150	-2.305	1.383	-0.978	1.048	-2.273	-1.556	-3.531	-2.396	-6.114	-1.215	-1.170	-0.034	3.834	-2.753	0.204	-0.829	0.171
message	0.402	6.524	-2.681	-1.273	-2.400	5.729	4.113	2.243	-2.864	1.420	2.634	1.867	0.020	-1.097	0.769	-1.764	-0.118	-1.989	2.012	-4.180	1.240	0.369	-1.644	3.303	-3.697	1.922	-4.554	1.147	5.312	0.544	3.297	1.295	-0.926	-2.639	1.639	5.113	-4.331	1.190	-0.627	0.740	-1.342	-0.839	-2.443	-1.800	2.124	4.405	3.942	-5.283	-3.991	0.067
brother	-1.896	-4.159	-2.707	-6.896	5.328	1.443	-1.945	0.595	-4.421	4.644	2.176	-2.177	-0.450	-2.005	-1.143	0.648	-1.112	-6.401	1.830	1.135	3.328	1.418	1.426	-1.790	-0.064	4.452	2.053	-2.991	-3.032	-2.230	-3.057	0.947	-0.625	1.685	4.197	1.047	-0.884	-3.601	-0.278	0.035	0.927	-1.134	-5.362	1.059	2.470	1.070	-4.142	1.326	-2.671	-0.991
discovered	-3.028	-1.064	2.261	-0.611	2.214	-2.903	-2.060	-3.287	4.956	5.250	3.469	-0.424	1.338	-0.506	-1.396	-0.625	0.510	0.060	3.810	3.766	1.609	-4.883	-4.165	0.599	0.567	-1.909	-1.558	-2.138	-3.894	0.392	-2.194	-1.256	-0.876	0.955	-0.942	-3.747	-1.147	-0.709	-1.490	1.947	0.236	-4.632	-0.149	-3.191	-2.001	-0.134	-1.846	-4.518	-0.547	-0.141
event	0.128	1.521	0.189	1.535	-0.198	0.187	1.298	3.560	0.092	1.552	-2.794	0.832	2.355	0.237	-1.014	-0.616	-2.955	-1.919	1.916	0.185	-3.910	-0.059	0.117	-2.941	-4.251	-2.237	-0.617	0.227	1.425	2.940	5.370	-3.542	-4.843	-2.388	1.858	-0.370	-0.486	-0.871	1.025	-1.138	1.514	1.916	4.624	1.092	-5.402	-1.374	0.959	-0.936	-3.120	-1.036
objects	0.487	1.430	-1.518	-1.427	-2.097	2.089	-2.684	-2.448	5.046	1.577	-1.341	-1.198	-4.906	3.073	5.286	-0.167	-3.160	2.333	1.517	-5.208	-5.001	-0.912	-4.962	2.070	-1.510	0.324	2.441	1.736	2.347	-2.595	1.877	0.377	-5.980	1.187	-2.022	-3.378	0.702	0.488	-0.818	5.806	-0.021	-1.863	1.744	-0.396	0.218	-6.418	6.043	-3.446	1.578	-2.483
fall	-1.343	0.127	1.073	-4.935	-1.201	-1.870	0.171	0.720	4.163	-0.555	-2.517	-2.168	4.601	-3.216	0.200	1.226	-3.360	-0.245	-1.355	0.800	-0.669	0.175	2.415	-2.952	1.955	-3.410	2.063	0.672	1.192	-0.949	-0.574	-1.673	-1.536	0.368	-0.552	-0.668	0.699	-0.133	0.806	0.892	-2.033	-0.812	1.371	2.010	-0.041	1.780	-0.915	1.810	-0.174	1.332
behind	0.659	2.922	0.606	-0.651	-1.903	-0.282	-1.120	-0.539	0.421	-1.471	0.206	-0.632	-0.996	-3.189	0.341	2.794	-3.442	-3.485	0.651	-0.459	2.080	0.900	0.790	1.136	1.533	0.110	-0.931	-0.198	1.079	1.840	1.599	-3.366	-4.215	1.295	-0.167	-2.280	2.276	0.488	1.427	-3.266	0.076	0.006	1.460	-0.587	1.794	2.007	-0.556	1.521	0.062	-3.767
operation	-3.737	4.711	-1.336	1.311	-1.407	2.162	0.663	3.467	-1.207	1.264	0.811	-0.843	2.279	-2.310	0.056	-1.258	1.511	2.444	5.382	-1.675	-0.939	-0.730	1.087	-1.663	1.349	-1.492	-2.024	7.030	-0.492	0.811	0.290	1.153	-4.080	0.952	-5.274	-0.497	1.582	-0.727	1.982	1.172	0.333	4.219	0.960	-4.043	0.373	-0.384	-0.633	2.038	-3.056	2.145
file	-0.076	1.905	-2.339	4.700	-0.786	1.955	4.599	-0.018	0.875	1.885	1.665	-1.234	-0.714	-1.283	1.858	-2.894	-5.230	4.084	0.822	-6.286	3.483	1.951	-3.714	4.165	-3.679	1.763	-0.232	-0.613	3.413	-2.032	-0.163	2.830	-0.219	0.359	-4.213	7.797	-1.732	1.361	1.635	2.406	-0.251	-1.863	-3.992	1.923	3.180	0.506	5.667	-3.997	-2.339	-0.588
bill	-0.101	2.527	3.724	0.364	1.119	1.576	-0.480	2.094	-3.234	-0.298	2.543	-1.158	1.484	-1.316	-3.752	1.509	1.128	0.147	-2.732	-3.078	6.526	0.157	-2.626	2.442	-1.690	2.575	-1.337	-1.570	1.287	-0.178	2.586	-2.801	0.532	-1.814	1.085	4.184	0.189	-1.179	0.235	0.305	7.621	4.051	-1.725	3.742	-1.390	4.551	-1.103	1.528	-0.431	1.074
child	-1.037	-1.272	0.788	-2.944	2.537	1.843	-5.184	-1.785	-3.464	1.512	2.538	2.537	2.113	0.061	-6.670	-3.328	-3.731	-3.424	0.479	-1.193	-2.431	1.107	2.700	-1.401	-3.023	6.047	-1.720	-2.333	0.090	-2.849	0.103	0.458	1.731	-1.248	0.393	-1.941	1.309	-1.024	0.311	4.121	1.739	-2.858	-3.389	2.754	0.729	-1.985	1.734	1.578	-2.741	-1.153
professional	-0.026	-1.890	0.922	5.069	-2.837	-0.158	0.802	-0.442	-1.969	-2.471	-1.069	0.365	-0.927	6.030	-3.239	0.131	-0.131	1.646	2.012	-1.512	-1.033	0.473	0.101	5.075	1.657	2.239	-1.193	0.901	-1.905	1.038	0.276	1.226	1.640	0.009	3.758	0.807	-0.370	0.380	-1.329	-1.063	-1.651	-1.035	-1.093	6.184	-2.088	-2.034	-1.309	6.083	0.904	-4.947
room	1.572	2.984	0.075	-3.044	0.473	3.139	0.483	3.356	3.147	0.085	2.979	-2.614	0.769	-1.757	1.058	2.321	-3.548	-1.057	0.710	-1.709	-2.367	4.393	-7.338	3.352	-2.207	0.184	-2.616	-3.524	1.010	-2.595	1.556	2.320	-4.396	0.391	1.438	-5.833	-1.363	2.573	3.475	-2.085	1.086	-2.440	-0.563	0.541	1.151	2.855	3.010	4.121	-4.786	0.035
keep	0.455	5.465	0.073	-0.952	-2.822	1.911	0.353	4.075	-0.503	-2.085	0.630	-3.692	-1.864	-0.407	0.524	0.455	-6.121	0.615	-3.806	-3.019	-0.700	0.183	0.185	0.572	2.101	0.748	-1.734	0.626	1.144	0.628	-2.597	-1.814	-1.879	3.120	2.844	-3.313	-0.939	-0.523	-2.892	-2.641	-2.161	0.080	0.406	0.944	1.028	3.234	-2.297	0.157	-2.118	3.027
existence	0.495	0.271	-1.092	-2.267	0.608	2.746	-3.081	-4.279	3.162	1.547	-5.379	2.368	1.063	0.792	2.909	-4.106	-1.122	0.739	1.089	1.235	-1.362	-2.055	-0.683	1.488	-2.061	-0.896	-1.176	-2.168	3.069	3.635	-1.696	-2.565	-3.745	-0.639	-2.903	-1.537	0.006	3.494	-3.268	1.149	1.971	3.904	0.607	-0.678	-1.786	-1.923	0.669	-2.403	-0.661	-3.633
issue	1.401	-0.300	-1.803	1.631	-1.002	1.075	1.302	1.579	0.942	0.309	-0.481	1.674	3.188	0.082	0.788	-1.220	-2.429	0.457	-0.772	0.526	1.127	-0.861	-0.356	-0.154	0.550	3.388	-1.933	-1.647	4.335	2.738	-0.560	-2.253	-0.156	-5.682	-1.988	0.955	1.893	-0.908	0.444	0.908	2.363	5.133	1.653	2.589	-0.070	3.011	-2.907	-0.846	-1.090	-1.608
summer	-0.955	-1.961	-2.181	-0.106	-1.925	-3.648	0.756	5.166	0.555	-1.403	-0.081	-3.402	3.646	-1.485	-1.676	1.615	0.391	-2.871	-0.391	-0.928	-5.241	0.293	-1.693	-1.399	0.066	-4.098	2.331	-1.237	-0.312	0.953	2.646	1.235	0.037	-1.488	0.773	-2.410	0.081	-1.149	1.628	-3.621	0.289	-1.418	-0.680	-0.447	-4.750	1.846	-2.487	4.704	-2.211	3.866
animals	-6.427	-0.328	-1.222	-1.511	-1.979	0.375	-7.752	-3.926	-3.680	-2.722	-4.331	-1.090	-4.830	0.104	1.479	-1.623	-0.999	4.806	-1.325	-2.987	-2.332	-0.668	-0.083	-2.790	0.362	-1.666	-2.086	-0.825	-1.936	-2.905	-2.682	-1.565	-0.264	-3.575	1.255	-4.715	-2.606	1.554	-0.160	1.228	3.252	-2.059	1.396	2.848	-1.295	-1.127	3.814	-3.171	-0.155	0.820
element	-2.837	1.491	-0.335	0.344	-0.117	2.372	3.337	-2.652	0.696	3.735	-0.367	2.453	-1.544	1.020	0.134	-1.498	0.532	-0.106	1.995	2.011	-6.804	-3.120	-6.009	-0.321	-4.378	-2.163	-1.085	0.352	0.608	2.847	-1.441	-0.494	-3.748	5.013	-3.926	3.156	2.919	2.182	2.580	6.003	-1.406	1.321	2.732	0.602	-0.030	-2.996	4.002	2.129	-4.577	-0.778
woman	-0.391	-0.715	-0.414	-5.813	2.634	1.823	-2.902	-0.761	-6.528	3.306	0.387	4.358	1.258	0.964	-7.980	-0.825	-4.113	-3.252	-0.263	-0.281	-2.731	0.580	1.133	-0.868	-0.332	3.725	3.241	-4.274	2.137	-2.312	-1.322	-0.495	-1.204	-0.393	0.659	-2.090	2.458	-1.587	1.828	0.349	3.400	-2.974	-0.701	1.122	0.731	-0.201	3.150	3.611	1.622	-0.462
running	-1.711	1.730	0.286	1.063	-3.834	-0.596	1.440	5.796	-1.795	-4.545	-0.531	2.267	1.009	-4.375	-0.875	1.016	-2.967	1.054	2.902	-0.645	3.514	3.283	-2.634	1.071	-1.537	-1.709	-0.367	-0.148	-1.689	0.493	1.984	-0.387	-0.537	0.151	0.319	-0.073	0.991	-3.672	-2.990	-2.324	-0.450	-1.754	-0.811	0.817	1.484	2.876	0.842	2.387	0.592	0.449
ice	-2.753	0.685	-2.031	2.102	-2.573	-1.206	2.192	-2.858	3.377	-2.914	-1.761	-1.629	-1.201	1.097	0.442	1.724	-3.202	-3.233	0.099	1.236	-3.671	-0.240	-5.853	-7.037	5.252	-5.758	2.369	-5.791	-1.476	-0.426	2.234	0.929	-2.126	2.104	0.671	-0.701	0.690	-1.024	3.143	-3.574	2.093	-2.225	3.220	4.265	-3.027	1.159	0.037	2.083	1.245	0.880
heavy	-3.604	0.349	-4.748	1.123	-2.220	-0.513	2.830	3.189	1.711	-4.070	-1.479	0.153	-1.425	0.682	-1.535	3.826	0.331	1.193	-1.405	3.855	-0.679	-0.041	3.751	-1.229	5.403	-1.636	-2.317	1.341	-2.529	-1.922	1.597	-0.713	-1.962	4.004	0.128	-1.140	2.404	0.836	2.429	-1.285	0.218	0.019	0.548	2.600	1.063	-2.914	-0.634	-0.195	2.095	0.753
pressure	-0.649	4.735	-2.206	1.995	-2.087	1.199	1.230	-1.794	4.274	-0.617	-1.102	-1.981	1.970	-0.693	2.312	6.512	0.801	1.070	-1.042	2.003	-0.938	-0.589	0.382	-4.902	1.370	0.131	-1.301	3.384	2.774	-2.623	2.229	2.649	1.503	4.632	-3.657	-5.650	-0.100	-2.168	1.628	2.512	-0.187	3.336	-4.901	4.415	-0.267	0.225	-1.188	-0.045	-0.215	-5.159
universe	-1.240	-1.726	0.004	-3.803	2.502	6.069	-2.387	-3.822	5.894	0.314	-6.421	2.839	-2.018	-1.084	3.825	-2.980	-1.866	0.411	1.947	0.913	-2.825	-2.223	-5.091	3.851	-1.899	-4.758	0.688	-3.800	4.216	0.244	1.029	-3.410	-9.890	-0.822	-2.985	1.347	0.639	1.085	-2.320	3.976	2.656	1.945	-0.390	3.708	-2.242	-0.150	-0.390	2.102	-0.385	-0.679
units	-4.319	-0.373	-1.321	1.876	-0.377	2.691	3.385	-1.099	-2.757	-2.680	-1.825	-0.745	-2.776	-0.076	3.509	4.853	4.328	7.468	4.811	1.497	-1.940	1.237	2.050	3.142	-1.406	-0.054	-0.896	3.495	3.225	0.540	1.163	2.551	-0.574	1.587	-5.203	-3.162	-2.120	-0.437	1.812	2.091	-6.388	4.333	3.426	1.221	0.240	-3.804	-2.554	-2.200	2.068	2.754
scale	-3.486	-1.720	2.332	3.121	1.713	0.805	1.515	0.085	-0.066	-1.552	-0.773	-1.197	-1.734	-3.714	1.271	1.745	1.545	4.530	-3.097	1.167	-4.137	-3.606	-2.304	-1.433	3.017	-2.370	-1.924	3.531	-1.634	2.609	4.701	2.546	-4.680	-0.604	-1.651	-2.871	-0.782	-3.626	-0.965	4.581	-0.842	4.197	0.950	1.249	0.625	-1.831	2.346	-1.700	-2.620	0.798
award	2.082	-6.247	6.189	-0.696	-2.279	0.351	2.694	-0.340	-7.596	2.352	-0.493	5.694	3.299	3.611	-2.409	0.710	2.936	-2.596	2.248	-1.067	2.302	-0.918	-4.687	6.484	-1.029	4.959	2.531	4.934	-0.827	3.542	6.319	-5.966	1.510	-3.813	-1.627	1.376	3.443	3.164	-0.569	-2.401	-0.175	-2.808	-2.363	3.696	-8.368	0.264	0.439	1.547	-3.632	3.976
additional	-1.446	1.627	-0.629	4.531	-1.641	-0.308	0.932	-0.732	1.089	-2.511	0.444	-0.243	-0.758	0.482	0.697	2.988	-2.279	0.774	-1.555	-3.716	-0.055	2.001	0.199	1.494	-0.645	1.696	-2.517	3.449	0.601	0.033	3.373	1.709	0.672	2.073	-3.033	2.146	-2.119	2.605	-0.931	2.981	2.341	0.832	1.227	0.441	0.982	-2.295	-1.750	0.262	-0.249	1.568
accepted	0.552	-1.588	1.125	-2.406	-3.394	-2.205	3.425	-1.895	2.273	3.155	-1.772	0.575	5.919	1.333	0.285	-2.869	0.292	1.567	0.762	3.002	-0.695	-3.901	2.185	4.609	-2.598	0.863	-2.853	-2.614	-0.001	5.225	-1.909	1.427	4.323	-2.528	0.626	-1.676	1.309	2.109	-5.316	3.088	0.046	-1.874	0.952	0.370	-0.034	1.065	-3.192	-2.359	2.243	-2.150
test	-0.586	3.012	2.907	4.289	-3.139	3.053	-0.490	-0.521	-0.851	2.186	1.326	2.401	2.471	-2.088	-0.984	-1.838	0.382	0.259	5.880	-5.835	-0.355	-2.645	-1.148	-3.440	0.208	1.139	-4.099	2.879	-1.721	0.761	3.651	1.379	-0.680	0.711	-3.156	-1.613	-0.273	2.239	0.161	-1.861	0.022	-1.274	-0.962	5.191	-2.294	0.673	-2.727	-2.364	-2.046	1.940
notes	0.178	-2.705	3.083	-0.279	1.226	-0.189	-0.921	-1.802	0.156	0.228	2.706	-1.290	-2.750	-0.773	1.903	-1.061	1.204	-1.559	-3.502	1.325	-1.547	0.912	-2.331	0.637	2.051	1.832	-0.791	1.286	3.759	2.514	3.284	2.392	1.903	0.517	-1.479	3.361	-1.069	2.215	1.908	0.503	1.395	0.164	1.367	1.458	1.810	2.862	-0.194	-3.038	-1.506	0.009
liberal	5.572	-2.297	0.055	0.142	-0.863	-3.102	2.402	-3.078	-1.496	1.622	-2.591	-2.550	3.646	-2.000	1.588	1.913	-0.048	0.589	-2.872	3.556	-0.929	-0.257	2.654	0.212	0.276	1.327	-1.033	-0.571	-1.602	0.051	-0.958	-0.054	2.590	-3.962	3.042	3.655	3.033	1.776	-2.114	0.530	1.049	5.598	-2.892	2.238	1.633	1.550	4.914	4.784	6.414	-4.318
active	-0.654	0.827	-2.667	4.336	-1.303	-2.266	2.617	-1.710	-0.962	-3.256	0.100	1.186	1.931	1.282	-0.460	0.136	-0.247	2.991	4.323	0.630	-4.102	-0.101	2.860	1.161	0.879	-0.992	-4.411	-0.791	-0.709	1.702	-2.274	0.221	-0.495	1.028	0.333	0.001	-0.725	1.080	-1.675	0.263	2.149	-0.967	-0.833	-2.022	-0.150	1.197	1.347	4.497	-0.297	-4.861
centre	4.414	-0.244	-1.694	4.339	2.734	-2.756	0.978	-2.138	0.240	1.142	0.916	-1.666	-0.962	0.904	0.805	-2.152	-0.645	-0.297	1.366	2.645	-1.034	4.879	-1.413	0.102	2.336	-2.372	-3.496	1.420	0.627	2.386	3.737	1.048	-1.310	-0.393	0.732	-4.407	-2.358	-4.885	0.002	-1.674	-3.702	1.728	-0.040	-4.238	0.467	0.050	3.823	5.200	3.477	-1.588
operating	-3.195	-0.525	-3.623	3.946	-1.434	2.292	1.811	1.354	0.715	-3.916	-2.707	-2.844	3.244	-1.029	3.484	-0.870	-3.357	5.603	4.568	-1.295	3.039	1.925	-1.105	3.451	-5.310	-1.338	-2.150	3.445	-2.481	0.376	-0.712	2.501	-0.659	0.023	-2.637	3.135	2.081	-1.650	-2.155	-0.545	0.955	-1.278	-5.304	0.421	5.538	-0.953	-0.892	-0.018	2.939	0.582
construction	-1.524	-0.487	-1.367	3.814	0.881	-1.703	0.046	0.041	6.039	0.826	1.266	-1.250	2.680	-0.882	-1.818	-0.935	-0.748	3.485	0.385	1.561	-0.326	2.870	-1.206	0.005	1.924	-0.766	-0.941	5.796	-2.915	-0.040	2.528	2.129	-2.526	-0.077	-1.529	-2.742	-2.522	-3.975	-0.615	-3.038	-0.197	3.902	3.857	-1.770	2.887	-2.107	1.039	2.025	3.397	3.400
recorded	-2.496	-1.977	3.458	-2.115	-3.001	-3.541	1.028	1.176	0.818	1.034	-1.136	-1.219	-0.840	-1.452	-4.656	-0.156	0.103	-0.100	2.639	3.228	-1.016	0.512	0.759	2.201	1.993	-4.141	-0.259	-2.314	-0.991	3.094	3.832	0.272	1.863	1.297	-1.372	1.985	-2.278	1.294	1.014	0.424	2.432	-3.840	-1.998	-1.547	-3.100	2.149	-2.273	-5.280	-3.897	-0.166
friends	0.552	-2.669	-2.331	-3.478	-0.267	-0.039	-2.161	4.465	-5.334	0.167	2.805	-2.251	1.232	-0.683	1.095	-0.917	-0.069	-7.480	0.679	-0.178	-1.554	0.707	-1.689	3.413	-1.036	4.646	-0.764	-2.272	1.539	-3.276	-2.276	-3.474	-1.878	-0.878	5.573	-1.383	-0.890	0.537	-2.846	-0.285	0.954	-3.146	-1.905	-0.802	-0.682	2.182	1.892	0.162	-2.405	-2.553
hold	1.736	3.252	2.055	-1.999	-3.147	-0.535	2.209	0.465	-0.254	-0.551	-2.082	-2.212	0.105	-0.194	0.588	0.321	-5.179	0.727	0.214	-1.176	-0.316	0.121	0.487	1.292	-1.264	-0.017	-0.463	-1.957	1.036	3.802	-1.531	-1.232	0.761	2.032	1.138	-3.593	0.104	2.453	-3.946	1.561	0.168	1.914	1.006	1.511	2.666	1.721	-3.450	0.484	0.085	-0.195
applied	0.232	1.470	3.311	-0.784	-2.879	0.654	4.177	-3.383	3.474	1.497	-0.300	1.457	0.108	1.501	0.475	-1.628	-0.342	5.550	-0.065	3.387	-0.072	0.559	-1.356	1.436	-0.163	-1.850	-1.666	2.792	-0.232	0.050	-1.046	1.814	4.296	-0.260	1.248	-2.392	3.724	0.690	-4.195	2.929	-1.882	-2.237	1.667	2.317	0.710	-0.392	-0.524	-2.421	2.448	-1.806
creation	-1.072	-0.045	-0.024	-1.162	1.653	2.526	1.345	-2.564	4.060	-0.088	-3.730	1.874	0.090	0.816	0.658	-3.836	-1.688	-0.448	-1.089	-0.583	-1.165	-0.843	-0.151	1.951	-1.097	-1.353	-1.137	3.080	-0.305	0.673	-0.601	-4.905	-0.496	-4.654	-2.122	2.588	0.058	-0.402	-1.103	-0.108	2.036	4.656	-0.229	1.074	-0.033	0.993	1.296	1.043	0.813	-0.174
write	-1.451	2.030	3.946	-2.446	-3.392	2.729	0.576	2.500	0.934	-0.668	4.137	0.868	-0.823	-0.178	-0.409	-1.275	-5.883	-1.471	-2.015	1.499	-1.773	-0.516	-0.853	4.391	-1.012	4.846	3.067	-1.817	0.139	-1.658	-2.563	4.467	-1.445	0.729	0.400	5.442	-1.346	2.060	-4.386	0.782	-4.825	-1.662	-1.752	0.761	1.604	2.755	-0.962	-3.145	-1.597	2.092
engine	0.828	-4.092	-4.949	2.240	-2.055	4.195	-1.036	1.041	2.806	2.600	-1.820	-0.271	-4.823	-2.719	1.496	3.968	-2.513	2.571	4.212	1.076	1.409	-3.248	-2.596	-3.846	-4.467	-1.400	-2.833	6.488	-4.392	-5.741	2.701	3.992	-2.902	3.050	-5.709	1.337	-1.660	-5.851	-2.926	-3.017	1.100	2.016	-0.419	4.147	4.856	0.316	-1.566	-0.998	-1.341	-0.844
resources	2.302	0.057	-3.646	5.031	-0.405	0.548	-0.611	-3.882	0.976	-5.088	1.461	-4.021	-3.097	1.002	3.931	-2.154	-0.588	2.617	-2.413	0.603	-0.361	-0.005	-0.432	-0.909	2.968	0.452	-2.332	5.142	2.695	2.993	-2.132	-3.448	0.277	-2.378	-2.647	-0.080	-1.637	-1.252	-2.146	-1.280	0.199	3.112	-5.121	1.420	0.364	-4.210	4.974	-0.692	-2.620	5.688
primarily	-3.148	-0.377	-3.063	4.712	1.407	0.471	0.421	-1.768	-0.724	-5.022	-1.643	1.099	-1.232	1.087	-0.002	-1.311	1.437	1.662	-1.052	-0.793	-2.243	0.953	2.153	2.175	3.332	-1.773	-0.773	0.607	-1.280	0.551	-0.237	1.252	0.440	-0.226	0.765	-1.874	0.622	-0.311	1.404	0.112	-0.584	2.905	-0.496	1.055	1.832	-2.159	1.014	-1.656	1.555	-2.323
grand	3.561	-3.533	1.984	-3.085	2.086	-1.318	5.874	2.190	-1.750	3.247	0.237	-2.584	2.744	2.832	1.521	0.925	1.297	0.055	-0.637	-3.132	3.145	1.579	-0.343	-1.586	0.935	-3.068	1.308	0.881	-4.508	3.275	3.010	-3.863	-5.599	3.091	1.295	0.855	-2.643	-0.107	-0.075	-3.678	0.889	0.370	1.348	1.654	-3.698	-1.789	-3.218	3.169	3.929	-0.365
shows	0.408	-0.698	3.019	1.987	-1.334	-2.020	-1.996	2.955	0.026	-0.558	1.037	2.398	-2.322	-0.241	1.100	-1.889	-0.633	-3.324	-1.269	-0.862	-2.770	0.791	-1.848	2.070	1.115	-3.783	-2.807	-0.610	0.531	1.531	4.205	-1.523	-0.677	0.900	-0.067	-0.470	1.599	-0.733	0.332	3.554	0.155	-2.207	1.770	-1.103	-0.257	1.062	0.092	-0.530	-4.098	-2.178
hit	0.014	2.406	2.258	0.397	-4.628	0.285	0.272	5.269	-2.284	1.198	-4.905	-2.375	0.823	-3.712	-3.674	4.021	-1.987	-3.613	3.946	2.707	1.047	0.296	-1.019	-0.580	4.588	-0.729	1.596	-1.382	-0.388	2.380	2.692	-1.996	-3.321	4.378	-2.880	1.021	2.369	-3.858	1.718	-2.259	0.106	-6.173	-1.930	2.962	0.251	0.431	-0.135	-0.023	-3.094	-0.080
